sentence,inference,label
"La persistencia de ciertas actitudes y la libertad e independencia que asumen frente a las causas que las originaron, conduce a estudiarlas en la carne viva del presente y no en los textos históricos.",El estudio de estas actitudes se centrará en la realidad actual en lugar de remitirse únicamente a la historia escrita.,2
"En suma, la historia podrá esclarecer el origen de muchos de nuestros fantasmas, pero no los disipará. Sólo nosotros podemos enfrentarnos a ellos.","Sólo los mexicanos pueden disipar sus fantasmas, describiendo la importancia de la autoexploración frente al determinismo histórico.",1
"O dicho de otro modo: la historia nos ayuda a comprender ciertos rasgos de nuestro carácter, a condición de que seamos capaces de aislarlos y denunciarlos previamente.","En otras palabras, la historia nos permite comprender ciertos aspectos de nuestro carácter, siempre que sepamos identificarlos y señalarlos de antemano.",3
Nosotros somos los únicos que podemos contestar a las preguntas que nos hacen la realidad y nuestro propio ser.,Los mexicanos tendrán que enfrentar su propia realidad y definir su identidad sin depender de explicaciones externas.,2
"EN NUESTRO lenguaje diario hay un grupo de palabras prohibidas, secretas, sin contenido claro, y a cuya mágica ambigüedad confiamos la expresión de las más brutales o sutiles de nuestras emociones y reacciones.","En nuestra lengua cotidiana existen palabras prohibidas y misteriosas, sin significado preciso, a las que atribuimos el poder de expresar nuestras emociones y reacciones más intensas.",3
"Palabras malditas, que sólo pronunciamos en voz alta cuando no somos dueños de nosotros mismos.","Palabras tabú, que solo nos atrevemos a decir en voz alta cuando perdemos el control de nosotros mismos.",3
"Confusamente reflejan nuestra intimidad: las explosiones de nuestra vitalidad las iluminan y las depresiones de nuestro ánimo las oscurecen. Lenguaje sagrado, como el de los niños, la poesía y las sectas.",La conexión entre el lenguaje y la intimidad recuerda teorías del psicoanálisis sobre el inconsciente y el lenguaje simbólico.,0
"Cada letra y cada sílaba están animadas de una vida doble, al mismo tiempo luminosa y oscura, que nos revela y oculta. Palabras que no dicen nada y dicen todo.",Las palabras ambivalentes que revelan y ocultan al mismo tiempo sugieren la complejidad de las emociones humanas.,1
"Los adolescentes, cuando quieren presumir de hombres, las pronuncian con voz ronca. Las repiten las señoras, ya para significar su libertad de espíritu, ya para mostrar la verdad de sus sentimientos.",La imitación de formas de hablar para demostrar madurez evoca los rituales de paso en distintas culturas.,0
"Pues estas palabras son definitivas, categóricas, a pesar de su ambigüedad y de la facilidad con que varía su significado.",El significado de estas palabras seguirá siendo debatido y reinterpretado según el contexto en el que se utilicen.,2
"Son las malas palabras, único lenguaje vivo en un mundo de vocablos anémicos. La poesía al alcance de todos. Cada país tiene la suya.",La afirmación de que las malas palabras son el único lenguaje vivo recuerda la teoría de que el lenguaje vulgar conserva expresividad genuina frente al habla formalizada.,0
"En la nuestra, en sus breves y desgarradas, agresivas, chispeantes sílabas, parecidas a la momentánea luz que arroja el cuchillo cuando se le descarga contra un cuerpo opaco y duro, se condensan todos nuestros apetitos, nuestras iras, nuestros entusiasmos y los anhelos que pelean en nuestro fondo, inexpresados. Esa palabra es nuestro santo y seña.","La palabra nacional, con sus sílabas agresivas y chispeantes, sintetiza deseos y conflictos internos no expresados.",1
Por ella y en ella nos reconocemos entre extraños y a ella acudimos cada vez que aflora a nuestros labios la condición de nuestro ser.,La identidad nacional se reafirmará constantemente a través del lenguaje y la interacción social.,2
"Conocerla, usarla, arrojándola al aire como un juguete vistoso o haciéndola vibrar como un arma afilada, es una manera de afirmar nuestra mexicanidad.",La relación entre el uso del lenguaje y la identidad nacional se asocia con el nacionalismo lingüístico y la preservación de lenguas en peligro.,0
"Toda la angustiosa tensión que nos habita se expresa en una frase que nos viene a la boca cuando la cólera, la alegría o el entusiasmo nos llevan a exaltar nuestra condición de mexicanos: ¡Viva México, hijos de la Chingada!","El grito de “¡Viva México, hijos de la Chingada!” seguirá siendo un símbolo de orgullo, pero también reflejará tensiones internas en la sociedad.",2
"Verdadero grito de guerra, cargado de una electricidad particular, esta frase es un reto y una afirmación, un disparo, dirigido contra un enemigo imaginario, y una explosión en el aire.","El grito de guerra ""¡Viva México, hijos de la Chingada!"" refleja una mezcla de desafío, orgullo e identidad colectiva.",1
"Nuevamente, con cierta patética y plástica fatalidad, se presenta la imagen del cohete que sube al cielo, se dispersa en chispas y cae oscuramente.","Una vez más, con una inevitable y plástica fatalidad, aparece la imagen del cohete que asciende, estalla en chispas y luego cae en la oscuridad.",3
"O la del aullido en que terminan nuestras canciones, y que posee la misma ambigua resonancia: alegría rencorosa, desgarrada afirmación que se abre el pecho y se consume a sí misma.","El aullido final de las canciones mexicanas, descrito como una alegría rencorosa, proyecta una mezcla de emociones contradictorias.",1
"Con ese grito, que es de rigor gritar cada 15 de septiembre, aniversario de la Independencia, nos afirmamos y afirmamos a nuestra patria, frente, contra y a pesar de los demás.",El aniversario de la Independencia continuará siendo un momento clave para la expresión del sentimiento nacionalista.,2
"¿Y quiénes son los demás? Los demás son los ""hijos de la chingada': los extranjeros, los malos mexicanos, nuestros enemigos, nuestros rivales. En todo caso, los ""otros"". Esto es, todos aquellos que no son lo que nosotros somos. Y esos otros no se definen sino en cuanto hijos de una madre tan indeterminada y vaga como ellos mismos.","¿Y quiénes son los demás? Los demás son los ""hijos de la chingada"": los extranjeros, los malos mexicanos, nuestros rivales, nuestros enemigos. En otras palabras, ""los otros"", aquellos que no somos nosotros. Estos otros solo pueden definirse en relación con una madre tan indefinida y ambigua como ellos mismos.",3
"¿Quién es la Chingada? Ante todo, es la Madre. No una Madre de carne y hueso, sino una figura mítica.","La Chingada como figura mítica se asocia con otras representaciones mexicanas de la maternidad, como la Llorona.",0
"La Chingada es una de las representaciones mexicanas de la Maternidad, como la Llorona o la ""sufrida madre mexicana"" que festejamos el diez de mayo.","La Chingada es una de las representaciones de la Maternidad en México, como lo son la Llorona o la ""sufrida madre mexicana"" que celebramos el 10 de mayo.",3
"La Chingada es la madre que ha sufrido, metafórica o realmente, la acción corrosiva e infamante implícita en el verbo que le da nombre. Vale la pena detenerse en el significado de esta voz.",La descripción de la Chingada como una madre que ha sufrido muestra la internalización de traumas históricos y sociales.,1
"En la Anarquía del lenguaje en la América Española, Darío Rubio examina el origen de esta palabra y enumera las significaciones que le prestan casi todos los pueblos hispanoamericanos. Es probable su procedencia azteca: chingaste es xinachtli (semilla de hortaliza) o xinaxtli (aguamiel fermentado).",Se profundizará en el análisis etimológico de la palabra y en su evolución a lo largo del tiempo en distintas regiones.,2
"La voz y sus derivados se usan, en casi toda América y en algunas regiones de España, asociados a las bebidas, alcohólicas o no: chingaste son los residuos o heces que quedan en el vaso, en Guatemala y El Salvador; en Oaxaca llaman chingaditos a los restos del café; en todo México se llama chínguere —o, significativamente, piquete— al alcohol; en Chile, Perú y Ecuador la chingana es la taberna; en España chingar equivale a beber mucho, a embriagarse; y en Cuba, un chinguirito es un trago de alcohol.","¡Vaya! Me recuerda cómo una misma palabra puede cambiar de significado dependiendo del país, como pasa con ""coger"" en España y América Latina.",0
Chingar también implica la idea de fracaso.,Chingar también implica la idea de fracaso.,3
"En Chile y Argentina se chinga un petardo, ""cuando no revienta, se frustra o sale fallido"". Y las empresas que fracasan, las fiestas que se aguan, las acciones que no llegan a su término, se chingan. En Colombia, chingarse es llevarse un chasco. En el Plata un vestido desgarrado en un vestido chingado. En casi todas partes chingarse es salir burlado, fracasar.","La idea de ""chingarse"" como fracaso en diferentes países de América Latina sugiere una conexión con el sentimiento universal de frustración ante eventos inesperados.",1
"Chingar, asimismo, se emplea en algunas partes de Sudamérica como sinónimo de molestar, zaherir, burlar. Es un verbo agresivo, como puede verse por todas estas significaciones: descolar a los animales, incitar o hurgar a los gallos, chunguear, chasquear, perjudicar, echar a perder, frustrar.","Es como cuando en algunos lugares ""chingar"" significa molestar, pero en otros es un insulto fuerte.",0
"En México los significados de la palabra son innumerables. Es una voz mágica. Basta un cambio de tono, una inflexión apenas, para que el sentido varíe. Hay tantos matices como entonaciones: tantos significados como sentimientos.","El lenguaje mexicano seguirá adaptándose, encontrando nuevos significados y matices en expresiones comunes.",2
"Se puede ser un chingón, un Gran Chingón (en los negocios, en la política, en el crimen, con las mujeres), un chingaquedito (silencioso, disimulado, urdiendo tramas en la sombra, avanzando cauto para dar el mazazo), un chingoncito.",¡Qué interesante! Es similar a cómo en algunos grupos hay líderes imponentes y otros que trabajan desde las sombras.,0
"Pero la pluralidad de significaciones no impide que la idea de agresión —en todos sus grados, desde el simple de incomodar, picar, zaherir, hasta el de violar, desgarrar y matar— se presente siempre como significado último.","A pesar de sus múltiples significados, el uso de la palabra conservará una connotación de violencia o agresión en el imaginario colectivo.",2
"El verbo denota violencia, salir de sí mismo y penetrar por la fuerza en otro. Y también, herir, rasgar, violar —cuerpos, almas, objetos—, destruir.","La definición de ""chingar"" como penetrar, herir o violar, añade una capa de complejidad al entenderlo como un acto de poder o violencia.",1
"Cuando algo se rompe, decimos: ""se chingó"". Cuando alguien ejecuta un acto desmesurado y contra las reglas, comentamos: ""hizo una chingadera"".","Cuando algo deja de funcionar, decimos: ""se descompuso"". Si alguien actúa de manera excesiva y fuera de las normas, decimos que ""hizo una barbaridad"".",3
"La idea de romper y de abrir reaparece en casi todas las expresiones. La voz está teñida de sexualidad, pero no es sinónimo del acto sexual; se puede chingar a una mujer sin poseerla. Y cuando se alude al acto sexual, la violación o el engaño le prestan un matiz particular.","La idea de fracturar y abrir está presente en muchas expresiones. La palabra tiene connotaciones sexuales, pero no significa exactamente el acto sexual; se puede perjudicar a una mujer sin necesidad de tener contacto físico con ella. Si se refiere al sexo, el abuso o el engaño le otorgan un matiz distinto.",3
"El que chinga jamás lo hace con el consentimiento de la chingada. En suma, chingar es hacer violencia sobre otro. Es un verbo masculino, activo, cruel: pica, hiere, desgarra, mancha. Y provoca una amarga, resentida satisfacción en el que lo ejecuta.","Quien daña a otro nunca lo hace con la aprobación de la persona afectada. En síntesis, dañar es ejercer violencia sobre alguien más. Es un verbo de carácter masculino, agresivo, cruel: lastima, hiere, desgarra y deja una marca. Y genera una amarga y resentida satisfacción en quien lo realiza.",3
"Lo chingado es lo pasivo, lo inerte y abierto, por oposición a lo que chinga, que es activo, agresivo y cerrado.",Esto me recuerda a la idea de lo activo y lo pasivo en la filosofía taoísta con el yin y el yang.,0
"El chingón es el macho, el que abre. La chingada, la hembra, la pasividad, pura, inerme ante el exterior. La relación entre ambos es violenta, determinada por el poder cínico del primero y la impotencia de la otra.","El agresor es el hombre dominante, el que impone su voluntad. La víctima, en cambio, es la mujer sometida, pasiva, indefensa ante la agresión. La relación entre ambos es violenta, basada en el abuso de poder del primero y la falta de defensa de la otra.",3
"La idea de violación rige oscuramente todos los significados. La dialéctica de ""lo cerrado"" y ""lo abierto"" se cumple así con precisión casi feroz.","La relación entre ""lo cerrado"" y ""lo abierto"" como eje de los significados del verbo ""chingar"" refleja un simbolismo profundo sobre control y vulnerabilidad.",1
"El poder mágico de la palabra se intensifica por su carácter prohibido. Nadie la dice en público. Solamente un exceso de cólera, una emoción o el entusiasmo delirante, justifican su expresión franca.",El carácter prohibido de la palabra seguirá reforzando su impacto emocional y su carga simbólica en el lenguaje cotidiano.,2
"Es una voz que sólo se oye entre hombres, o en las grandes fiestas. Al gritarla, rompemos un velo de pudor, de silencio o de hipocresía. Nos manifestamos tales como somos de verdad.",El acto de gritar malas palabras en público se interpreta como una ruptura del pudor y un acto de liberación emocional.,1
"Las malas palabras hierven en nuestro interior, como hierven nuestros sentimientos. Cuando salen, lo hacen brusca, brutalmente, en forma de alarido, de reto, de ofensa. Son proyectiles o cuchillos. Desgarran.",Las expresiones fuertes continuarán siendo un reflejo de la intensidad emocional y de la forma en que se canaliza la frustración.,2
Los españoles también abusan de las expresiones fuertes. Frente a ellos el mexicano es singularmente pulcro.,"A pesar del uso frecuente de expresiones fuertes en España, el lenguaje mexicano mantendrá un mayor nivel de control y moderación en el habla pública.",2
"Pero mientras los españoles se complacen en la blasfemia y la escatología, nosotros nos especializamos en la crueldad y el sadismo.",Algo parecido a cómo cada cultura tiene sus propios temas tabú en la conversación cotidiana.,0
"El español es simple: insulta a Dios porque cree en él. La blasfemia, dice Machado, es una oración al revés.","La observación de Machado sobre la blasfemia como ""una oración al revés"" sugiere un trasfondo espiritual en las expresiones de enojo o frustración.",1
"El placer que experimentan muchos españoles, incluso algunos de sus más altos poetas, al aludir a los detritus y mezclar la mierda con lo sagrado se parece un poco al de los niños que juegan con lodo.",Es un poco como la fascinación que tienen algunos artistas por lo grotesco y lo bello al mismo tiempo.,0
"Hay, además del resentimiento, el gusto por los contrastes, que ha engendrado el estilo barroco y el dramatismo de la gran pintura española. Sólo un español puede hablar con autoridad de Onán y Donjuán.","Además del resentimiento, existe una inclinación por los contrastes, lo que ha dado lugar al estilo barroco y a la intensidad de la gran pintura española. Solo un español puede hablar con conocimiento sobre Onán y Don Juan.",3
"En las expresiones mexicanas, por el contrario, no se advierte la dualidad española simbolizada por la oposición de lo real y lo ideal, los místicos y los picaros, el Quevedo fúnebre y el escatológico, sino la dicotomía entre lo cerrado y lo abierto.","¡Es como si cada cultura tuviera su propia forma de dividir el mundo en opuestos, como luz y oscuridad!",0
"El verbo chingar indica el triunfo de lo cerrado, del macho, del fuerte, sobre lo abierto. La palabra chingar, con todas estas múltiples significaciones, define gran parte de nuestra vida y califica nuestras relaciones con el resto de nuestros amigos y compatriotas.","La palabra ""chingar"" y sus múltiples significados muestra cómo esta palabra estructura la vida social y las relaciones interpersonales en México.",1
"Para el mexicano la vida es una posibilidad de chingar o de ser chingado. Es decir, de humillar, castigar y ofender. O a la inversa.","La dinámica de dominación y sumisión persistirá en las interacciones sociales, reforzando estructuras de poder y conflicto.",2
Esta concepción de la vida social como combate engendra fatalmente la división de la sociedad en fuertes y débiles.,"La división de la sociedad en fuertes y débiles sugiere una visión fatalista del combate social, donde la violencia es inevitable.",1
"Los fuertes —los chingones sin escrúpulos, duros e inexorables— se rodean de fidelidades ardientes e interesadas.",Esto me hace pensar en cómo los líderes autoritarios inspiran tanto miedo como lealtad.,0
"El servilismo ante los poderosos —especialmente entre la casta de los ""políticos"", esto es, de los profesionales de los negocios públicos— es una de las deplorables consecuencias de esta situación.",El servilismo hacia los poderosos podría perpetuar la corrupción y la confusión entre negocios públicos y privados en la política mexicana.,2
"Otra, no menos degradante, es la adhesión a las personas y no a los principios. Con frecuencia nuestros políticos confunden los negocios públicos con los privados. No importa.","Otra actitud, igualmente negativa, es la lealtad a personas en lugar de principios. Con frecuencia, los políticos no diferencian entre lo público y lo privado. No importa.",3
"Su riqueza o su influencia en la administración les permite sostener una mesnada que el pueblo llama, muy atinadamente, de ""lambiscones"" (de lamer).","El término ""lambiscones"" para describir a los seguidores de políticos resalta cómo el lenguaje cotidiano denuncia la corrupción y el servilismo.",1
"El verbo chingar —maligno, ágil y juguetón como un animal de presa— engendra muchas expresiones que hacen de nuestro mundo una selva: hay tigres en los negocios, águilas en las escuelas o en los presidios, leones con los amigos. Los burócratas roen sus huesos (los empleos públicos).","Las expresiones derivadas del verbo ""chingar"" seguirán evolucionando para reflejar las dinámicas del poder en diferentes ámbitos.",2
"El soborno se llama ""morder"". Los burócratas roen sus huesos (los empleos públicos).","Es curioso, es similar a cómo en el lenguaje popular se usan metáforas relacionadas con la comida para referirse a corrupción.",0
"Y en un mundo de chingones, de relaciones duras, presididas por la violencia y el recelo, en el que nadie se abre ni se raja y todos quieren chingar, las ideas y el trabajo cuentan poco.",La prevalencia de la violencia y el recelo en el mundo de los chingones explica por qué el trabajo y las ideas tienen poca importancia.,1
"Lo único que vale es la hombría el valor personal, capaz de imponerse. La voz tiene además otro significado, más restringido.","Lo único que realmente tiene valor es la valentía, la capacidad de imponerse. La palabra tiene también otro significado, más específico.",3
"Cuando decimos ""vete a la Chingada"", enviamos a nuestro interlocutor a un espacio lejano, vago e indeterminado.","¡Es como cuando en inglés dicen ""go to hell"" para desearle a alguien que desaparezca!",0
"Al país de las cosas rotas, gastadas. País gris, que no está en ninguna parte, inmenso y vacío.","Es el país de lo deteriorado, lo desgastado. Un territorio sombrío, que no pertenece a ningún lugar en particular, vasto y desolado.",3
"Y no sólo por simple asociación fonética lo comparamos a la China, que es también inmensa y remota.","No solo por el parecido en la pronunciación lo comparamos con China, que también es un país enorme y lejano.",3
"La Chingada, a fuerza de uso, de significaciones contrarias y del roce de labios coléricos o entusiasmados, acaba por gastarse, agotar sus contenidos y desaparecer. Es una palabra hueca. No quiere decir nada. Es la Nada.","Con el tiempo, el uso excesivo de ""La Chingada"" podría hacer que pierda su fuerza simbólica y se convierta en una expresión vacía.",2
Después de esta disgresión sí se puede contestar a la pregunta ¿qué es la Chingada?,"La pregunta ""¿qué es la Chingada?"" continuará generando debates sobre identidad cultural y conceptos de poder y vulnerabilidad en México.",2
"La Chingada es la Madre abierta, violada o burlada por la fuerza. El ""hijo de la Chingada"" es el engendro de la violación, del rapto o de la burla. Si se compara esta expresión con la española, ""hijo de puta"", se advierte inmediatamente la diferencia. Para el español la deshonra consiste en ser hijo de una mujer que voluntariamente se entrega, una prostituta; para el mexicano, en ser fruto de una violación.","La comparación entre ""hijo de la Chingada"" e ""hijo de puta"" muestra las diferencias culturales en torno a la deshonra y la sexualidad en México y España.",1
"Manuel Cabrera me hace observar que la actitud española refleja una concepción histórica y moral del pecado original, en tanto que la del mexicano, más honda y genuina, trasciende anécdota y ética.",Esto me recuerda a cómo algunas religiones ven el pecado como parte de la naturaleza humana.,0
"En efecto, toda mujer, aun la que se da voluntariamente, es desgarrada, chingada por el hombre. En cierto sentido todos somos, por el solo hecho de nacer de mujer, hijos de la Chingada, hijos de Eva.",¡Qué fuerte! Me recuerda a la idea de la mancha del pecado original en el cristianismo.,0
"Mas lo característico del mexicano reside, a mi juicio, en la violenta, sarcástica humillación de la Madre y en la no menos violenta afirmación del Padre.",La humillación de la Madre y la exaltación del Padre explican cómo estas figuras moldean la visión del mundo del mexicano.,1
"Una amiga —las mujeres son más sensibles a la extrañeza de la situación— me hacía ver que la admiración por el Padre, símbolo de lo cerrado y agresivo, capaz de chingar y abrir, se transparenta en una expresión que empleamos cuando queremos imponer a otro nuestra superioridad: ""Yo soy tu padre"".","Una amiga —las mujeres son más perceptivas ante este tipo de situaciones— me hizo notar que la admiración por la figura paterna, símbolo de autoridad y agresión, se manifiesta en una expresión usada para demostrar superioridad: ""Yo soy tu padre"".",3
"En suma, la cuestión del origen es el centro secreto de nuestra ansiedad y angustia.",La ansiedad y la angustia relacionadas con el origen podrían seguir siendo temas centrales en la cultura mexicana.,2
"Vale la pena detenerse un poco en el sentido que todo esto tiene para nosotros. Estamos solos. La soledad, fondo de donde brota la angustia, empezó el día en que nos desprendimos del ámbito materno y caímos en un mundo extraño y hostil.",La soledad es una experiencia inevitable que inicia con la separación materna y se acentúa en la vida adulta.,1
"Hemos caído; y esta caída, este sabernos caídos, nos vuelve culpables. ¿De qué? De un delito sin nombre: el haber nacido.","Hemos caído, y al ser conscientes de esta caída nos sentimos culpables. ¿De qué? De un pecado sin nombre: el simple hecho de haber nacido.",3
"Estos sentimientos son comunes a todos los hombres y no hay en ellos nada que sea específicamente mexicano, así pues, no se trata de repetir una descripción que ya ha sido hecha muchas veces, sino de aislar algunos rasgos y emociones que iluminan con una luz particular la condición universal del hombre.",Aislar los rasgos que distinguen al mexicano podría revelar nuevas perspectivas sobre la condición humana.,2
En todas las civilizaciones la imagen del Dios Padre —apenas destrona a las divinidades femeninas— se presenta como una figura ambivalente.,"Es similar a cómo en muchas mitologías, los dioses masculinos reemplazaron a las diosas madre.",0
"Por una parte, ya sea Jehová, Dios Creador, o Zeus, rey de la creación, regulador cósmico, el Padre encarna el poder genérico, origen de la vida; por la otra es el principio anterior, el Uno, de donde todo nace y adonde todo desemboca.","El Padre es tanto el origen de la vida como el destino final, una dualidad que refleja la complejidad de su figura.",1
"Pero, además, es el dueño del rayo y del látigo, el tirano y el ogro devorador de la vida.","Sin embargo, también representa el poder absoluto, el tirano que ejerce dominio y el ser que consume la vida.",3
"Este aspecto — Jehová colérico, Dios de ira, Saturno, Zeus violador de mujeres—es el que aparece casi exclusivamente en las representaciones populares que se hace el mexicano del poder viril. El ""macho"" representa el polo masculino de la vida.",Es como cuando en la mitología griega Zeus es visto como un padre fuerte pero también aterrador.,0
"La frase ""yo soy tu padre"" no tiene ningún sabor paternal, ni se dice para proteger, resguardar o conducir, sino para imponer una superioridad, esto es, para humillar.","La expresión ""yo soy tu padre"" se interpreta como un medio de imponer autoridad y humillar, más que como un acto protector.",1
"Su significado real no es distinto al del verbo chingar y algunos de sus derivados. El ""Macho"" es el Gran Chingón.","Su verdadero significado no es diferente al del verbo dañar y algunas de sus variaciones. El ""Macho"" es la máxima expresión de dominación.",3
"Una palabra resume la agresividad, impasibilidad, invulnerabilidad, uso descarnado de la violencia, y demás atributos del ""macho"": poder.","El término ""macho"" sintetiza características como la violencia y el poder, despojadas de cualquier sentido de orden o ética.",1
"La fuerza, pero desligada de toda noción de orden: el poder arbitrario, la voluntad sin freno y sin cauce.","La desconexión entre poder y orden en la figura del ""macho"" podría perpetuar la violencia arbitraria en la sociedad mexicana.",2
"La arbitrariedad añade un elemento imprevisto a la figura del ""macho"". Es un humorista. Sus bromas son enormes, descomunales y desembocan siempre en el absurdo.","La arbitrariedad y el humor absurdo del ""macho"" probablemente continuarán influyendo en cómo se percibe la masculinidad.",2
"Es conocida la anécdota de aquel que, para ""curar"" el dolor de cabeza de un compañero de juerga, le vació la pistola en el cráneo.",¡Eso suena como algo sacado de una película de gánsteres!,0
"Cierto o no, el sucedido revela con qué inexorable rigor la lógica de lo absurdo se introduce en la vida.","Sea cierto o no, el relato muestra cómo la lógica de lo absurdo se infiltra en la vida con total severidad.",3
"El ""macho"" hace ""chingaderas"", es decir, actos imprevistos y que producen la confusión, al horror, la destrucción. Abre al mundo; al abrirlo, lo desgarra.","Las ""chingaderas"" del ""macho"" seguirán representando actos destructivos que generan caos en el entorno.",2
"El desgarramiento provoca una gran risa siniestra. A su manera es justo: restablece el equilibrio, pone las cosas en su sitio, esto es, las reduce a polvo, miseria, nada.","La risa siniestra seguirá manifestándose como una reacción ante la destrucción y el caos, reafirmando una visión fatalista en la que todo vuelve a la nada y la desolación se convierte en el único destino inevitable.",2
"El humorismo del ""macho"" es un acto de venganza. Un psicólogo diría que el resentimiento es el fondo de su carácter.","El humor del ""macho"" es una forma de venganza. Un psicólogo diría que el resentimiento es la base de su personalidad.",3
"No sería difícil percibir también ciertas inclinaciones homosexuales, como el uso y abuso de la pistola, símbolo fálico portador de la muerte y no de la vida, el gusto por las cofradías cerradamente masculinas, etc.",Me recuerda a la idea del machismo ligado a la violencia y la virilidad.,0
"Pero cualquiera que sea el origen de estas actitudes, el hecho es que el atributo esencial del ""macho"", la fuerza, se manifiesta casi siempre como capacidad de herir, rajar, aniquilar, humillar. Nada más natural, por tanto, que su indiferencia frente a la prole que engendra.","La fuerza del ""macho"" se explica como una capacidad destructiva, aislada de cualquier noción de paternidad o responsabilidad.",1
"No es el fundador de un pueblo; no es el patriarca que ejerce la patria potestas; no es el rey, juez, jefe de clan. Es el poder, aislado en su misma potencia, sin relación ni compromiso con el mundo exterior. Es la incomunicación pura, la soledad que se devora a sí misma y devora lo que toca.",No pertenece a nuestro mundo; no vive en nuestro barrio. Es el Extraño.,3
"No pertenece a nuestro mundo; no es de nuestra ciudad; no vive en nuestro barrio. Viene de lejos, está lejos siempre. Es el Extraño.","La descripción del ""macho"" como un extraño subraya su aislamiento tanto físico como emocional en relación con la sociedad.",1
"Es imposible no advertir la semejanza que guarda la figura del ""macho"" con la del conquistador español.",Es parecido a cómo algunas figuras históricas son idealizadas y convertidas en símbolos nacionales.,0
"Ése es el modelo —más mítico que real— que rige las representaciones que el pueblo mexicano se ha hecho de los poderosos: caciques, señores feudales, hacendados, políticos, generales, capitanes de industria. Todos ellos son ""machos"", ""chingones"". El ""macho"" no tiene contrapartida heroica o divina.","Esto se parece a la imagen del ""patriarca"" en muchas culturas tradicionales.",0
"Hidalgo, el ""padre de la patria"", como es costumbre llamarlo en la jerga ritual de la República, es un anciano inerme, más encarnación del pueblo desvalido frente a la fuerza que imagen del poder y la cólera del padre terrible.","El humor siniestro del ""macho"" podría perpetuar una visión destructiva de las relaciones sociales.",2
"Entre los numerosos santos patronos de los mexicanos tampoco aparece alguno que ofrezca semejanza con las grandes divinidades masculinas. Finalmente, no existe una veneración especial por el Dios padre de la Trinidad, figura más bien borrosa.","Entre los muchos santos venerados por los mexicanos, no hay ninguno que se asemeje a las grandes deidades masculinas. En definitiva, no hay un culto especial hacia el Dios padre de la Trinidad, cuya imagen es difusa.",3
"En cambio, es muy frecuente y constante la devoción a Cristo, el Dios hijo, el Dios joven, sobre todo como víctima redentora.","En contraste, es común y constante la devoción a Cristo, el Dios hijo, el Dios joven, especialmente en su papel de víctima redentora.",3
"En las iglesias de los pueblos abundan las esculturas de Jesús —en cruz o cubiertas de llagas y heridas— en las que el realismo desollado de los españoles se alía al simbolismo trágico de los indios: las heridas son flores, prendas de resurrección, por una parte y, asimismo, reiteración de que la vida es la máscara dolorosa de la muerte.",¡Vaya! Es como si la representación de Jesús en México mezclara lo indígena y lo español en una imagen trágica.,0
"El fervor del culto al Dios hijo podría explicarse, a primera vista, como herencia de las religiones prehispánicas.","El fervor del culto al Dios hijo probablemente dará lugar a sincretismos más profundos entre las creencias prehispánicas y el cristianismo, influyendo en futuras expresiones religiosas.",2
"En efecto, a la llegada de los españoles casi todas las grandes divinidades masculinas —con la excepción de Tláloc, niño y viejo simultáneamente, deidad de mayor antigüedad— eran dioses hijos, como Xipe, dios del maíz joven, y Huitzilopochtli, el ""guerrero del Sur"".","En efecto, al momento de la llegada de los españoles, casi todas las principales divinidades masculinas —excepto Tláloc, que es a la vez niño y anciano, y de origen más antiguo— eran dioses hijos, como Xipe, divinidad del maíz joven, y Huitzilopochtli, el ""guerrero del Sur"".",3
"Quizá no sea ocioso recordar que el nacimiento de Huitzilopochtli ofrece más de una analogía con el de Cristo: también él es concebido sin contacto carnal; el mensajero divino también es un pájaro (que deja caer una pluma en el regazo de Coatlicue); y, en fin, también el niño Huitzilopochtli debe escapar de la persecución de un Herodes mítico.","Es interesante, se parece a cómo muchas religiones tienen mitos de nacimientos milagrosos.",0
"Sin embargo, es abusivo utilizar estas analogías para explicar la devoción a Cristo, como lo sería atribuirla a una mera supervivencia del culto a los dioses hijos.",Atribuir la devoción hacia Cristo a una simple analogía con los dioses hijos prehispánicos podría simplificar en exceso un fenómeno complejo.,2
"El mexicano venera al Cristo sangrante y humillado, golpeado por los soldados, condenado por los jueces, porque ve en él la imagen transfigurada de su propio destino.","La imagen de Cristo sufriente resuena con el sentir del mexicano, que se identifica con su dolor y sacrificio.",1
"Y esto mismo lo lleva a reconocerse en Cuauhtémoc, el joven Emperador azteca destronado, torturado y asesinado por Cortés. Cuauhtémoc quiere decir ""águila que cae"".",La devoción del mexicano hacia Cristo se interpreta como un reflejo de su propio sufrimiento y destino trágico.,1
"El jefe mexica asciende al poder al iniciarse el sitio de México-Tenochtitlán, cuando los aztecas han sido abandonados sucesivamente por sus dioses, sus vasallos y sus aliados.",La llegada al poder de Cuauhtémoc durante la caída de Tenochtitlán anticipa su destino trágico como un héroe sacrificado.,2
"Asciende sólo para caer, como un héroe mítico. Inclusive su relación con la mujer se ajusta al arquetipo de héroe joven, a un tiempo amante e hijo de la Diosa.",El héroe joven continuará siendo visto como un arquetipo en la cultura mexicana.,2
"Así, López Velarde dice que Cuauhtémoc sale al encuentro de Cortés, es decir, al sacrificio final, ""desprendido del pecho curvo de la Emperatriz"".",¡Eso me recuerda a la imagen de la madre patria en muchos relatos históricos!,0
